trade_n,Xbar_W,t_W,P_W,Xbar_R,t_R,P_R,rho,N_eff,P_min,alert
1,0.0,0.5714285714285714,0.5204501210207021,-0.09526550664576243,0.156050994195969,0.0004954853618875294,,1.0,0.0004954853618875294,RED
2,0.0,0.5714285714285714,0.2708683284704635,-0.07221239577962657,0.13299788332983312,1.580359509138025e-05,,2.0,1.580359509138025e-05,RED
3,0.0,0.5714285714285714,0.14097345433312802,-0.064650096354606,0.12543558390481255,3.9250939932142884e-07,,3.0,3.9250939932142884e-07,RED
